社会保険労務士法人作道事務所,作道　淑泰,323-0034小山市神鳥谷3-9-24,0285-23-6172,0285-23-7279
岩田労務経営事務所,岩田　伸夫,329-0111下都賀郡野木町丸林636-6,0280-56-2482,None
印南労務管理事務所,印南　信夫,329-4307栃木市岩舟町静5148-5,0282-54-3205,0282-54-3206
タナベ労務管理事務所,田邉　勇輝,328-0071栃木市大町25-32,0282-20-7979,0282-20-7980
植野労務行政事務所,植野　康則,323-0042小山市外城12-2,0285-30-6305,0285-30-6306
椎名宮﨑社会保険労務士法人,宮﨑　達也,323-0822小山市駅南町4-31-12,0285-27-6616,0285-27-6617
オフィス人事労務,太田代　徹,328-0075栃木市箱森町9-38,0282-22-6313,None
オフィス吉田 ,吉田　良一,328-0007栃木市大塚町1218-15,0282-51-7745,0282-51-7745
氏家晃ＦＰ社会保険労務士事務所,氏家　晃,328-0107栃木市都賀町深沢460,0282-92-8400,None
川上労務コンサルタント事務所,川上　容子,328-0035栃木市旭町29-14,0282-23-6501,0282-23-6578
ナガシマ労務管理事務所,永島　正志,323-1107栃木市藤岡町大田和583-3,0282-62-3554,0282-62-3742
いしかわ人事コンサルタント,石川　知司,328-0042栃木市沼和田町43-26,0282-25-2655,None
戸叶労務管理事務所,戸叶　和男,323-0069小山市大字上初田1417-3,0285-37-0276,0285-37-0276
アンノウ社会保険労務士事務所,案納　隆二,329-0433下野市緑6-28-7,0285-44-8920,0285-44-8920
松本社会保険労務士事務所,松本　喜美子,323-0009小山市大字大本119,0285-32-6500,0285-32-3088
水野有穂社会保険労務士事務所 ,水野　有穂,None,None,None
山根美和社会保険労務士事務所,山根　美和,329-4402栃木市大平町土与402-3,0282-51-1671,0282-51-1671
社会保険労務士畑康司事務所 ,畑　　康司,328-0053栃木市片柳町1-22-2-3,0282-25-6905,0282-25-6905
新川社会保険労務士事務所 ,新川　　敦,329-0511下野市石橋953-6,0285-35-1380,0285-53-4720
吉見社会保険労務士事務所 ,吉見　英人,329-4421栃木市大平町西野田363-5ｾﾝﾄﾗﾙﾋﾙＢ,0282-45-1709,0282-45-1708
峰村社会保険労務士事務所,峰村　謙一,323-0820小山市西城南3-10-4城南ｳｲﾝｸﾞﾊﾟｰﾄⅡ202号,0285-38-8913,0285-38-8914
馬場社会保険労務士事務所 ,馬場　成之,328-0074栃木市薗部町3-1-5,0282-23-3453,None
松本吉正社会保険労務士事務所,松本　吉正,323-0041 小山市大行寺995-47,0285-39-8013,None
かわまた社会保険労務士事務所,川俣　和美,329-0314栃木市藤岡町新波1372,0282-67-3073,0282-67-3073
明和綜合労務デザイン事務所,藤掛　妥代,328-0073栃木市小平町10-5,090-6170-3786,None
柄澤社会保険労務士事務所,柄澤　なぎさ,329-0207小山市美しが丘2-10-7,0285-45-6136,None
社会保険労務士山根事務所,山根　　保,323-0016小山市扶桑2-11-12,0285-39-8210,0285-39-8211
さかべ社会保険労務士事務所,坂部　雅人,323-0820小山市西城南5-45-16,0285-28-6045,None
社会保険労務士 鈴木裕希事務所,鈴木　裕希,329-0101下都賀郡野木町友沼4791-2,090-7280-6709,None
藤平泰典社会保険労務士事務所,藤平　泰典,328-0043栃木県栃木市境町1-20白沢ビル２階,0282-21-8021,0282-21-8022
社会保険労務士小山城南事務所,植木　義文,323-0820小山市西城南4-7-4,0285-32-6290,0285-32-6291
社会保険労務士事務所クローバー,朝原　義則,323-0032小山市天神町1-4-25一徳ﾊｲﾂⅡ-617,0285-32-6030,None
赤羽根労務管理事務所,赤羽根　義明,323-0807小山市城東3-7-5,0285-23-2185,0285-23-2184
タック経営管理センター,石川　　毅,328-0012栃木市平柳町1-26-8,0282-22-3453,0282-22-4659
加藤社会保険労務士事務所,加藤　和樹,329-0101下都賀郡野木町友沼5439-2,0280-57-2285,None
目加田社会保険労務士事務所,目加田　好章,323-0029小山市城北2-10-4,0285-22-5565,None
社会保険労務士オフィスハヤカワ,早川　匡洋,328-0113栃木市都賀町合戦場57-17,080-7027-5058,None
フリープラス社労士事務所,椎名　辰匡,323-0811小山市犬塚8-6-1,0285-27-3972,None
社会保険労務士法人ＴＭＣ　小山,福地　将行,323-0023小山市中央町3-3-10ロブレ632Ｂ-301,0285-37-6655,0285-37-6665
椎名宮﨑社会保険労務士法人　小山西支店,髙岩　芳明,323-0026小山市本郷町2-6-32,0285-27-6616,0285-27-6617
本橋社会保険労務士事務所,本橋　　学,329-0415下野市川中子1236-28,0285-44-0635,None
社労士オフィスさの,佐野　克浩,323-1102栃木市藤岡町赤麻839-3,090-6763-0564,None
社会保険労務士法人出口事務所,出口　聰,322-0021鹿沼市上野町142-3,0289-63-1080,0289-63-1626
社会保険労務士法人　鈴木社労士事務所,鈴木　芳徳,325-0033那須塩原市埼玉428-7,0287-62-5477,0287-63-2379
社会保険労務士法人鍋島事務所,鍋島　勝子,321-0925宇都宮市下栗町2750-2,028-635-9752,028-635-9298
小野労務管理事務所,伊藤　好昭,321-0121宇都宮市雀宮町162-12,028-678-2919,None
株式会社トーホク,雫　幸則,321-0985宇都宮市東町309,028-611-5000,None
None,伊藤　重久,None,None,None
None,瓦井　恵子,None,None,None
日下労務管理事務所,日下　睦月,321-3235宇都宮市鐺山町146-9,028-667-1500,028-667-5582
浜野労務管理事務所,五十嵐　由紀,321-0102宇都宮市江曽島町1327-15,028-666-4646,028-666-4648
社会保険労務士法人パートナーズメニュー,竹村　美香,326-0814足利市通3-2757足利商工会議所友愛会館内,0284-64-8735,0284-64-8736
株式会社日立製作所　冷熱事業部,小笠原としえ,329-4493下都賀郡大平町富田800,0282-43-1111,None
None,中田　久男,None,None,None
株式会社フジ建設,齋藤　和志,329-3152那須塩原市島方538-10,0287-65-2300,0287-65-1026
社会保険労務士法人鍋島事務所,小池　知栄子,321-0923宇都宮市下栗町2750-2,028-635-9752,028-635-9298
None,鈴木　一敬,None,None,None
栃木市役所,臼井　秀明,328-0015栃木市万町9-25,0282-22-3535,None
岩井労務管理事務所,小栗　由紀子,323-0820小山市西城南3-3-2,0285-28-2855,0285-28-6998
None,岡安　利政,None,None,None
None,石川　雅樹,None,None,None
社会保険労務士法人田村社労士事務所,岩崎　剛人,327-0831佐野市浅沼町801,0283-27-2677,0283-27-2880
社会保険労務士法人作道事務所 ,竹之内　浩幸,323-0034小山市神鳥谷3-9-24,0285-23-6172,0285-23-7179
None,川島　きふゆ,None,None,None
None,篠原　寛明,None,None,None
社会保険労務士法人 大塚事務所,石井　和子,321-3233宇都宮市上籠谷町1744,028-667-5951,028-667-6318
None,黒川　豪史,None,None,None
社会保険労務士法人　鍋島事務所,古谷野　孝弘,321-0923宇都宮市下栗町2750-2,028-635-9752,028-635-9298
（社）栃木県労働基準協会連合会,藤田　英二,321-0933宇都宮市簗瀬町1958-1栃木県建設産業会館,028-678-2771,028-678-2775
出口労務管理事務所,丸山　裕子,322-0049鹿沼市花岡町6-2,0289-65-2225,0289-65-2226
足利小山信用金庫,芹澤　千里,326-0811足利市井草町2407-1,0284-21-8100,None
樫村社会保険労務士事務所,樫村　　匠,None,None,None
None,菅谷　　司,None,None,None
社会保険労務士法人ＳＯＵＭＵ,髙野　夏穂,321-0132 宇都宮市雀の宮5-6-33メゾン小林103,028-688-7533,028-688-7536
社会保険労務士法人パートナーズメニュー,大山　祐司,326-0814足利市通3-2757足利商工会議所友愛会館内,0284-64-8735,0284-64-8736
None,小川　章代,None,None,None
医療法人帯経会さくら産院,市村　康裕,329-1311さくら市氏家2190-5,028-682-3000,028-682-3007
社会保険労務士法人ＳＯＵＭＵ,杉田　美保子,321-0132宇都宮市雀の宮5-6-33ﾒｿﾞﾝ小林103,028-688-7533,028-688-7536
社会保険労務士法人作道事務所,鈴木　　覚,323-0034小山市神鳥谷3-9-24,0285-23-6172,0285-23-7279
きくち社会保険労務士事務所,菊地　誠治,329-1104宇都宮市下岡本町2087-3,028-673-5344,None
社会保険労務士法人アミック人事サポート,永井　陽子,321-0151宇都宮市西川田町928-1,028-908-4413,None
None,村田　孝之,None,None,None
小野労務管理事務所,星　　裕介,321-0121宇都宮市雀宮町162-12,028-678-2919,None
タナベ労務管理事務所,佐藤　示桂,328-0071栃木市大町25-32,0282-20-7979,0282-20-7980
None,吉原　幸恵,None,None,None
小玉労務管理事務所,小玉　佑子,321-0934宇都宮市簗瀬1-2-1竹田ビルＢ号室,028-666-6406,050-3488-0113
内野労務管理事務所,横須賀　雅司,320-0055宇都宮市下戸祭2-12-14,028-621-5014,028-621-5214
赤津労務管理事務所,赤津　光宏,320-0857宇都宮市鶴田1-9-1,028-902-1321,None
None,松本　嘉徳,None,None,None
None,倉澤　あずさ,None,None,None
None,佐々木　典子,None,None,None
椎名宮﨑社会保険労務士法人,津布久　紹英,323-0822小山市駅南町4-31-12,0285-27-6616,0285-27-6617
自治労栃木県本部,深澤　一秋,320-0052宇都宮市中戸祭町821,028-622-6225,028-650-1025
近能労務管理事務所,近能　弘章,321-4305真岡市荒町3-45-5,0285-82-2589,0285-83-5173
椎名宮﨑社会保険労務士法人,小川　拓也,323-0822小山市駅南町4-31-12,0285-27-6616,0285-27-6617
タナベ労務管理事務所,伊集院　寛仁,328-0071栃木市大町25-32,0282-20-7979,0282-20-7980
